Date,Value,Anomaly
200903,3.36,1.38
200904,1.61,-0.02
200905,1.65,0.04
200906,1.01,-0.17
200907,0.95,0.48
200908,1.02,0.53
200909,0.18,-0.41
200910,1.77,0.28
200911,1.55,-0.64
200912,1.44,-0.95
201001,2.01,-0.16
201002,1.03,-0.55
201003,1.11,-0.87
201004,2.27,0.64
201005,2.09,0.48
201006,2.26,1.08
201007,0.52,0.05
201008,0.12,-0.37
201009,1.12,0.53
201010,1.84,0.35
201011,2.29,0.1
201012,3.04,0.65
201101,2.23,0.06
201102,1.77,0.19
201103,3.19,1.21
201104,2.02,0.39
201105,2.93,1.32
201106,0.74,-0.44
201107,0.41,-0.06
201108,0.04,-0.45
201109,0.17,-0.42
201110,1.36,-0.13
201111,1.79,-0.4
201112,1.39,-1
201201,2.3,0.13
201202,1.37,-0.21
201203,4.54,2.56
201204,2.68,1.05
201205,1.27,-0.34
201206,2.79,1.61
201207,1.12,0.65
201208,0.08,-0.41
201209,0.01,-0.58
201210,2.38,0.89
201211,2.89,0.7
201212,2.51,0.12
201301,1.39,-0.78
201302,1.06,-0.52
201303,0.95,-1.03
201304,1.86,0.23
201305,1.13,-0.48
201306,2.09,0.91
201307,0.13,-0.34
201308,0.68,0.19
201309,2.41,1.82
201310,0.27,-1.22
201311,1.65,-0.54
201312,1.13,-1.26
201401,1.46,-0.71
201402,2.39,0.81
201403,2.73,0.75
201404,1.51,-0.12
201405,0.82,-0.79
201406,1.52,0.34
201407,0.32,-0.15
201408,0.58,0.09
201409,0.32,-0.27
201410,1.26,-0.23
201411,2.22,0.03
201412,3.09,0.7
201501,1.82,-0.35
201502,1.62,0.04
201503,2.56,0.58
201504,0.79,-0.84
201505,1.54,-0.07
201506,0.32,-0.86
201507,0.16,-0.31
201508,0.1,-0.39
201509,0.59,0
201510,1.04,-0.45
201511,1.71,-0.48
201512,4.48,2.09
201601,2.47,0.3
201602,1.35,-0.23
201603,3.58,1.6
201604,1.2,-0.43
201605,1.22,-0.39
201606,0.72,-0.46
201607,0.75,0.28
201608,0.22,-0.27
201609,0.47,-0.12
201610,4.83,3.34
201611,1.67,-0.52
201612,1.78,-0.61
201701,1.73,-0.44
201702,3.12,1.54
201703,4.19,2.21
201704,1.51,-0.12
201705,1.23,-0.38
201706,0.95,-0.23
201707,0.01,-0.46
201708,0.05,-0.44
201709,0.76,0.17
201710,2.11,0.62
201711,2.79,0.6
201712,3.38,0.99
201801,2.34,0.17
201802,1.61,0.03
201803,1.43,-0.55
201804,2.01,0.38
201805,1.52,-0.09
201806,0.86,-0.32
201807,0.03,-0.44
201808,0.21,-0.28
201809,0.04,-0.55
201810,0.68,-0.81
201811,1.98,-0.21
201812,2.62,0.23
201901,1.79,-0.38
201902,2.63,1.05
201903,0.71,-1.27
201904,2.58,0.95
201905,1.24,-0.37
201906,0.64,-0.54
201907,0.18,-0.29
201908,0.35,-0.14
201909,1.23,0.64
201910,1.55,0.06
201911,0.64,-1.55
